State,Year,City Name,Type Of Weather,Total Number Of Accidents  (UOM:Number),Lat,Long
Rajasthan,"Financial Year (Apr - Mar), 2019",Jaipur,Rainy,50,26.913312,75.787872
Rajasthan,"Financial Year (Apr - Mar), 2019",Jaipur,Sunny/Clear,4156,26.913312,75.787872
Rajasthan,"Financial Year (Apr - Mar), 2019",Jodhpur,Foggy & Misty,61,26.26841,73.005943
Rajasthan,"Financial Year (Apr - Mar), 2019",Jodhpur,Hail/Sleet,0,26.26841,73.005943
Rajasthan,"Financial Year (Apr - Mar), 2019",Jodhpur,Others,169,26.26841,73.005943
Rajasthan,"Financial Year (Apr - Mar), 2019",Jodhpur,Rainy,26,26.26841,73.005943
Rajasthan,"Financial Year (Apr - Mar), 2019",Jodhpur,Sunny/Clear,861,26.26841,73.005943
Rajasthan,"Financial Year (Apr - Mar), 2019",Kota,Foggy & Misty,28,25.182544,75.839065
Rajasthan,"Financial Year (Apr - Mar), 2019",Kota,Hail/Sleet,0,25.182544,75.839065
Rajasthan,"Financial Year (Apr - Mar), 2019",Kota,Others,0,25.182544,75.839065
Rajasthan,"Financial Year (Apr - Mar), 2019",Kota,Rainy,40,25.182544,75.839065
Rajasthan,"Financial Year (Apr - Mar), 2019",Kota,Sunny/Clear,716,25.182544,75.839065
Rajasthan,"Financial Year (Apr - Mar), 2020",Jaipur,Foggy & Misty,15,26.913312,75.787872
Rajasthan,"Financial Year (Apr - Mar), 2020",Jaipur,Hail/Sleet,0,26.913312,75.787872
Rajasthan,"Financial Year (Apr - Mar), 2020",Jaipur,Others,1,26.913312,75.787872
Rajasthan,"Financial Year (Apr - Mar), 2020",Jaipur,Rainy,0,26.913312,75.787872
Rajasthan,"Financial Year (Apr - Mar), 2020",Jaipur,Sunny/Clear,1924,26.913312,75.787872
Rajasthan,"Financial Year (Apr - Mar), 2020",Jodhpur,Foggy & Misty,42,26.26841,73.005943
Rajasthan,"Financial Year (Apr - Mar), 2020",Jodhpur,Hail/Sleet,0,26.26841,73.005943
Rajasthan,"Financial Year (Apr - Mar), 2020",Jodhpur,Others,19,26.26841,73.005943
Rajasthan,"Financial Year (Apr - Mar), 2020",Jodhpur,Rainy,0,26.26841,73.005943
Rajasthan,"Financial Year (Apr - Mar), 2020",Jodhpur,Sunny/Clear,231,26.26841,73.005943
Rajasthan,"Financial Year (Apr - Mar), 2020",Kota,Foggy & Misty,0,25.182544,75.839065
Rajasthan,"Financial Year (Apr - Mar), 2020",Kota,Hail/Sleet,0,25.182544,75.839065
Rajasthan,"Financial Year (Apr - Mar), 2020",Kota,Others,0,25.182544,75.839065
Rajasthan,"Financial Year (Apr - Mar), 2020",Kota,Rainy,0,25.182544,75.839065
Rajasthan,"Financial Year (Apr - Mar), 2020",Kota,Sunny/Clear,353,25.182544,75.839065
Rajasthan,"Financial Year (Apr - Mar), 2021",Jaipur,Foggy & Misty,0,26.913312,75.787872
Rajasthan,"Financial Year (Apr - Mar), 2021",Jaipur,Hail/Sleet,0,26.913312,75.787872
Rajasthan,"Financial Year (Apr - Mar), 2021",Jaipur,Others,0,26.913312,75.787872
Rajasthan,"Financial Year (Apr - Mar), 2021",Jaipur,Rainy,19,26.913312,75.787872
Rajasthan,"Financial Year (Apr - Mar), 2021",Jaipur,Sunny/Clear,2146,26.913312,75.787872
Rajasthan,"Financial Year (Apr - Mar), 2021",Jodhpur,Foggy & Misty,29,26.26841,73.005943
Rajasthan,"Financial Year (Apr - Mar), 2021",Jodhpur,Hail/Sleet,0,26.26841,73.005943
Rajasthan,"Financial Year (Apr - Mar), 2021",Jodhpur,Others,137,26.26841,73.005943
Rajasthan,"Financial Year (Apr - Mar), 2021",Jodhpur,Rainy,1,26.26841,73.005943
Rajasthan,"Financial Year (Apr - Mar), 2021",Jodhpur,Sunny/Clear,426,26.26841,73.005943
Rajasthan,"Financial Year (Apr - Mar), 2021",Kota,Foggy & Misty,0,25.182544,75.839065
Rajasthan,"Financial Year (Apr - Mar), 2021",Kota,Hail/Sleet,0,25.182544,75.839065
Rajasthan,"Financial Year (Apr - Mar), 2021",Kota,Others,0,25.182544,75.839065
Rajasthan,"Financial Year (Apr - Mar), 2021",Kota,Rainy,0,25.182544,75.839065
Rajasthan,"Financial Year (Apr - Mar), 2021",Kota,Sunny/Clear,368,25.182544,75.839065
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Chennai,Foggy & Misty,5251,13.084622,80.248357
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Chennai,Hail/Sleet,0,13.084622,80.248357
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Chennai,Others,0,13.084622,80.248357
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Chennai,Rainy,255,13.084622,80.248357
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Chennai,Sunny/Clear,1365,13.084622,80.248357
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Coimbatore,Foggy & Misty,0,11.005547,76.966122
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Coimbatore,Hail/Sleet,0,11.005547,76.966122
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Coimbatore,Others,0,11.005547,76.966122
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Coimbatore,Rainy,103,11.005547,76.966122
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Coimbatore,Sunny/Clear,959,11.005547,76.966122
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Madurai,Foggy & Misty,0,9.917347,78.119622
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Madurai,Hail/Sleet,0,9.917347,78.119622
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Madurai,Others,0,9.917347,78.119622
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Madurai,Rainy,1,9.917347,78.119622
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Madurai,Sunny/Clear,865,9.917347,78.119622
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Tiruchchirappalli,Foggy & Misty,57,10.815499,78.696513
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Tiruchchirappalli,Hail/Sleet,0,10.815499,78.696513
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Tiruchchirappalli,Others,5,10.815499,78.696513
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Tiruchchirappalli,Rainy,117,10.815499,78.696513
Tamil Nadu,"Financial Year (Apr - Mar), 2019",Tiruchchirappalli,Sunny/Clear,338,10.815499,78.696513
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Chennai,Foggy & Misty,667,13.084622,80.248357
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Chennai,Hail/Sleet,0,13.084622,80.248357
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Chennai,Others,507,13.084622,80.248357
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Chennai,Rainy,1655,13.084622,80.248357
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Chennai,Sunny/Clear,1560,13.084622,80.248357
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Coimbatore,Foggy & Misty,53,11.005547,76.966122
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Coimbatore,Hail/Sleet,0,11.005547,76.966122
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Coimbatore,Others,0,11.005547,76.966122
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Coimbatore,Rainy,111,11.005547,76.966122
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Coimbatore,Sunny/Clear,543,11.005547,76.966122
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Madurai,Foggy & Misty,0,9.917347,78.119622
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Madurai,Hail/Sleet,0,9.917347,78.119622
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Madurai,Others,0,9.917347,78.119622
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Madurai,Rainy,0,9.917347,78.119622
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Madurai,Sunny/Clear,530,9.917347,78.119622
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Tiruchchirappalli,Foggy & Misty,9,10.815499,78.696513
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Tiruchchirappalli,Hail/Sleet,0,10.815499,78.696513
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Tiruchchirappalli,Others,0,10.815499,78.696513
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Tiruchchirappalli,Rainy,32,10.815499,78.696513
Tamil Nadu,"Financial Year (Apr - Mar), 2020",Tiruchchirappalli,Sunny/Clear,357,10.815499,78.696513
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Chennai,Foggy & Misty,102,13.084622,80.248357
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Chennai,Hail/Sleet,0,13.084622,80.248357
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Chennai,Others,36,13.084622,80.248357
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Chennai,Rainy,373,13.084622,80.248357
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Chennai,Sunny/Clear,4523,13.084622,80.248357
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Coimbatore,Foggy & Misty,123,11.005547,76.966122
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Coimbatore,Hail/Sleet,0,11.005547,76.966122
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Coimbatore,Others,4,11.005547,76.966122
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Coimbatore,Rainy,21,11.005547,76.966122
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Coimbatore,Sunny/Clear,718,11.005547,76.966122
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Madurai,Foggy & Misty,0,9.917347,78.119622
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Madurai,Hail/Sleet,0,9.917347,78.119622
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Madurai,Others,0,9.917347,78.119622
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Madurai,Rainy,1,9.917347,78.119622
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Madurai,Sunny/Clear,617,9.917347,78.119622
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Tiruchchirappalli,Foggy & Misty,0,10.815499,78.696513
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Tiruchchirappalli,Hail/Sleet,0,10.815499,78.696513
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Tiruchchirappalli,Others,1,10.815499,78.696513
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Tiruchchirappalli,Rainy,19,10.815499,78.696513
Tamil Nadu,"Financial Year (Apr - Mar), 2021",Tiruchchirappalli,Sunny/Clear,379,10.815499,78.696513
Telangana,"Financial Year (Apr - Mar), 2019",Hyderabad,Foggy & Misty,0,17.384052,78.456355
Telangana,"Financial Year (Apr - Mar), 2019",Hyderabad,Hail/Sleet,0,17.384052,78.456355
Telangana,"Financial Year (Apr - Mar), 2019",Hyderabad,Others,0,17.384052,78.456355
Telangana,"Financial Year (Apr - Mar), 2019",Hyderabad,Rainy,0,17.384052,78.456355
Telangana,"Financial Year (Apr - Mar), 2019",Hyderabad,Sunny/Clear,2900,17.384052,78.456355
Telangana,"Financial Year (Apr - Mar), 2020",Hyderabad,Foggy & Misty,16,17.384052,78.456355
Telangana,"Financial Year (Apr - Mar), 2020",Hyderabad,Hail/Sleet,1,17.384052,78.456355
Telangana,"Financial Year (Apr - Mar), 2020",Hyderabad,Others,562,17.384052,78.456355
Telangana,"Financial Year (Apr - Mar), 2020",Hyderabad,Rainy,9,17.384052,78.456355
Telangana,"Financial Year (Apr - Mar), 2020",Hyderabad,Sunny/Clear,1476,17.384052,78.456355
Telangana,"Financial Year (Apr - Mar), 2021",Hyderabad,Foggy & Misty,194,17.384052,78.456355
Telangana,"Financial Year (Apr - Mar), 2021",Hyderabad,Hail/Sleet,13,17.384052,78.456355
Telangana,"Financial Year (Apr - Mar), 2021",Hyderabad,Others,1032,17.384052,78.456355
Telangana,"Financial Year (Apr - Mar), 2021",Hyderabad,Rainy,32,17.384052,78.456355
Telangana,"Financial Year (Apr - Mar), 2021",Hyderabad,Sunny/Clear,1002,17.384052,78.456355
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Agra,Foggy & Misty,350,27.187935,78.003944
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Agra,Hail/Sleet,62,27.187935,78.003944
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Agra,Others,61,27.187935,78.003944
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Agra,Rainy,173,27.187935,78.003944
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Agra,Sunny/Clear,439,27.187935,78.003944
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Allahabad,Foggy & Misty,339,25.44478,81.843217
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Allahabad,Hail/Sleet,233,25.44478,81.843217
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Allahabad,Others,223,25.44478,81.843217
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Allahabad,Rainy,241,25.44478,81.843217
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Allahabad,Sunny/Clear,377,25.44478,81.843217
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Ghaziabad,Foggy & Misty,46,28.665353,77.439148
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Ghaziabad,Hail/Sleet,0,28.665353,77.439148
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Ghaziabad,Others,359,28.665353,77.439148
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Ghaziabad,Rainy,44,28.665353,77.439148
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Ghaziabad,Sunny/Clear,441,28.665353,77.439148
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Kanpur,Foggy & Misty,302,26.4609135,80.3217588
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Kanpur,Hail/Sleet,136,26.4609135,80.3217588
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Kanpur,Others,476,26.4609135,80.3217588
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Kanpur,Rainy,210,26.4609135,80.3217588
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Kanpur,Sunny/Clear,383,26.4609135,80.3217588
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Lucknow,Foggy & Misty,210,26.839281,80.923133
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Lucknow,Hail/Sleet,140,26.839281,80.923133
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Lucknow,Others,0,26.839281,80.923133
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Lucknow,Rainy,177,26.839281,80.923133
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Lucknow,Sunny/Clear,1158,26.839281,80.923133
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Meerut,Foggy & Misty,154,28.980018,77.706356
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Meerut,Hail/Sleet,84,28.980018,77.706356
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Meerut,Others,337,28.980018,77.706356
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Meerut,Rainy,130,28.980018,77.706356
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Meerut,Sunny/Clear,251,28.980018,77.706356
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Varanasi,Foggy & Misty,175,25.31774,83.005811
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Varanasi,Hail/Sleet,0,25.31774,83.005811
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Varanasi,Others,89,25.31774,83.005811
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Varanasi,Rainy,118,25.31774,83.005811
Uttar Pradesh,"Financial Year (Apr - Mar), 2019",Varanasi,Sunny/Clear,228,25.31774,83.005811
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Agra,Foggy & Misty,215,27.187935,78.003944
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Agra,Hail/Sleet,59,27.187935,78.003944
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Agra,Others,195,27.187935,78.003944
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Agra,Rainy,240,27.187935,78.003944
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Agra,Sunny/Clear,197,27.187935,78.003944
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Allahabad,Foggy & Misty,213,25.44478,81.843217
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Allahabad,Hail/Sleet,216,25.44478,81.843217
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Allahabad,Others,209,25.44478,81.843217
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Allahabad,Rainy,209,25.44478,81.843217
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Allahabad,Sunny/Clear,305,25.44478,81.843217
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Ghaziabad,Foggy & Misty,187,28.665353,77.439148
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Ghaziabad,Hail/Sleet,0,28.665353,77.439148
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Ghaziabad,Others,109,28.665353,77.439148
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Ghaziabad,Rainy,142,28.665353,77.439148
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Ghaziabad,Sunny/Clear,270,28.665353,77.439148
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Kanpur,Foggy & Misty,364,26.4609135,80.3217588
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Kanpur,Hail/Sleet,109,26.4609135,80.3217588
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Kanpur,Others,414,26.4609135,80.3217588
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Kanpur,Rainy,161,26.4609135,80.3217588
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Kanpur,Sunny/Clear,176,26.4609135,80.3217588
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Lucknow,Foggy & Misty,270,26.839281,80.923133
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Lucknow,Hail/Sleet,147,26.839281,80.923133
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Lucknow,Others,125,26.839281,80.923133
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Lucknow,Rainy,219,26.839281,80.923133
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Lucknow,Sunny/Clear,185,26.839281,80.923133
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Meerut,Foggy & Misty,134,28.980018,77.706356
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Meerut,Hail/Sleet,18,28.980018,77.706356
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Meerut,Others,348,28.980018,77.706356
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Meerut,Rainy,37,28.980018,77.706356
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Meerut,Sunny/Clear,188,28.980018,77.706356
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Varanasi,Foggy & Misty,40,25.31774,83.005811
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Varanasi,Hail/Sleet,8,25.31774,83.005811
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Varanasi,Others,97,25.31774,83.005811
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Varanasi,Rainy,47,25.31774,83.005811
Uttar Pradesh,"Financial Year (Apr - Mar), 2020",Varanasi,Sunny/Clear,253,25.31774,83.005811
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Agra,Foggy & Misty,173,27.187935,78.003944
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Agra,Hail/Sleet,45,27.187935,78.003944
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Agra,Others,160,27.187935,78.003944
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Agra,Rainy,164,27.187935,78.003944
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Agra,Sunny/Clear,373,27.187935,78.003944
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Allahabad,Foggy & Misty,222,25.44478,81.843217
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Allahabad,Hail/Sleet,204,25.44478,81.843217
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Allahabad,Others,243,25.44478,81.843217
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Allahabad,Rainy,226,25.44478,81.843217
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Allahabad,Sunny/Clear,270,25.44478,81.843217
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Ghaziabad,Foggy & Misty,208,28.665353,77.439148
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Ghaziabad,Hail/Sleet,0,28.665353,77.439148
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Ghaziabad,Others,139,28.665353,77.439148
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Ghaziabad,Rainy,153,28.665353,77.439148
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Ghaziabad,Sunny/Clear,324,28.665353,77.439148
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Kanpur,Foggy & Misty,383,26.4609135,80.3217588
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Kanpur,Hail/Sleet,117,26.4609135,80.3217588
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Kanpur,Others,490,26.4609135,80.3217588
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Kanpur,Rainy,171,26.4609135,80.3217588
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Kanpur,Sunny/Clear,193,26.4609135,80.3217588
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Lucknow,Foggy & Misty,211,26.839281,80.923133
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Lucknow,Hail/Sleet,129,26.839281,80.923133
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Lucknow,Others,109,26.839281,80.923133
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Lucknow,Rainy,181,26.839281,80.923133
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Lucknow,Sunny/Clear,160,26.839281,80.923133
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Meerut,Foggy & Misty,80,28.980018,77.706356
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Meerut,Hail/Sleet,1,28.980018,77.706356
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Meerut,Others,204,28.980018,77.706356
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Meerut,Rainy,10,28.980018,77.706356
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Meerut,Sunny/Clear,516,28.980018,77.706356
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Varanasi,Foggy & Misty,87,25.31774,83.005811
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Varanasi,Hail/Sleet,50,25.31774,83.005811
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Varanasi,Others,44,25.31774,83.005811
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Varanasi,Rainy,95,25.31774,83.005811
Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Varanasi,Sunny/Clear,147,25.31774,83.005811
West Bengal,"Financial Year (Apr - Mar), 2019",Asansol,Foggy & Misty,75,23.683333,86.983333
West Bengal,"Financial Year (Apr - Mar), 2019",Asansol,Hail/Sleet,0,23.683333,86.983333
West Bengal,"Financial Year (Apr - Mar), 2019",Asansol,Others,164,23.683333,86.983333
West Bengal,"Financial Year (Apr - Mar), 2019",Asansol,Rainy,5,23.683333,86.983333
West Bengal,"Financial Year (Apr - Mar), 2019",Asansol,Sunny/Clear,202,23.683333,86.983333
West Bengal,"Financial Year (Apr - Mar), 2019",Kolkata ,Foggy & Misty,147,22.562627,88.363044
West Bengal,"Financial Year (Apr - Mar), 2019",Kolkata ,Hail/Sleet,0,22.562627,88.363044
West Bengal,"Financial Year (Apr - Mar), 2019",Kolkata ,Others,105,22.562627,88.363044
West Bengal,"Financial Year (Apr - Mar), 2019",Kolkata ,Rainy,200,22.562627,88.363044
West Bengal,"Financial Year (Apr - Mar), 2019",Kolkata ,Sunny/Clear,2048,22.562627,88.363044
West Bengal,"Financial Year (Apr - Mar), 2020",Asansol,Foggy & Misty,48,23.683333,86.983333
West Bengal,"Financial Year (Apr - Mar), 2020",Asansol,Hail/Sleet,1,23.683333,86.983333
West Bengal,"Financial Year (Apr - Mar), 2020",Asansol,Others,190,23.683333,86.983333
West Bengal,"Financial Year (Apr - Mar), 2020",Asansol,Rainy,2,23.683333,86.983333
West Bengal,"Financial Year (Apr - Mar), 2020",Asansol,Sunny/Clear,187,23.683333,86.983333
West Bengal,"Financial Year (Apr - Mar), 2020",Kolkata ,Foggy & Misty,50,22.562627,88.363044
West Bengal,"Financial Year (Apr - Mar), 2020",Kolkata ,Hail/Sleet,0,22.562627,88.363044
West Bengal,"Financial Year (Apr - Mar), 2020",Kolkata ,Others,26,22.562627,88.363044
West Bengal,"Financial Year (Apr - Mar), 2020",Kolkata ,Rainy,71,22.562627,88.363044
West Bengal,"Financial Year (Apr - Mar), 2020",Kolkata ,Sunny/Clear,1536,22.562627,88.363044
West Bengal,"Financial Year (Apr - Mar), 2021",Asansol,Foggy & Misty,48,23.683333,86.983333
West Bengal,"Financial Year (Apr - Mar), 2021",Asansol,Hail/Sleet,0,23.683333,86.983333
West Bengal,"Financial Year (Apr - Mar), 2021",Asansol,Others,188,23.683333,86.983333
West Bengal,"Financial Year (Apr - Mar), 2021",Asansol,Rainy,8,23.683333,86.983333
West Bengal,"Financial Year (Apr - Mar), 2021",Asansol,Sunny/Clear,154,23.683333,86.983333
West Bengal,"Financial Year (Apr - Mar), 2021",Kolkata ,Foggy & Misty,52,22.562627,88.363044
West Bengal,"Financial Year (Apr - Mar), 2021",Kolkata ,Hail/Sleet,0,22.562627,88.363044
West Bengal,"Financial Year (Apr - Mar), 2021",Kolkata ,Others,38,22.562627,88.363044
West Bengal,"Financial Year (Apr - Mar), 2021",Kolkata ,Rainy,103,22.562627,88.363044
West Bengal,"Financial Year (Apr - Mar), 2021",Kolkata ,Sunny/Clear,1524,22.562627,88.363044
